matrix,scope,feature,week4_group,bucket,candidate,n_series,n_rows,n_models,mean_rel_naive,mean_mase,mean_mae,mean_pocid,rank_rel_naive
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_monthly,Low,neuralforecast | with_mstl,333,1008,3,1.0317121997490495,0.8347162313599471,455.08320462793944,0.5542879188712522,3.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_monthly,Low,mlforecast | with_mstl,333,1344,4,1.036833698427011,0.8663373221692203,457.9538996846011,0.5484044312169312,4.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_monthly,Low,neuralforecast | without_mstl,333,1008,3,1.0489443738120618,0.9682629701398782,482.99399450452296,0.5287147266313933,5.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_monthly,Low,transformer | without_mstl,333,672,2,1.0817050870396214,0.9484798360377644,479.91163553106117,0.5119874338624338,6.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_monthly,Low,statistical | with_mstl,333,1008,3,1.0841372215323508,0.8818373267873462,419.25353544424695,0.5873015873015873,7.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_monthly,Low,mlforecast | without_mstl,333,1344,4,1.2550930950474148,1.063037105115713,510.09973390694455,0.4763971560846561,8.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_monthly,Medium,statistical | without_mstl,332,996,3,0.9199300201425114,0.9541121266883691,533.4255082343719,0.5314591700133869,1.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_monthly,Medium,transformer | with_mstl,332,664,2,0.9676967387578808,0.9272771814123991,550.3420910821851,0.6231593038821954,2.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_monthly,Medium,mlforecast | with_mstl,332,1328,4,0.9787729691926061,0.95312440915307,558.189832490861,0.6208584337349398,3.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_monthly,Medium,transformer | without_mstl,332,664,2,0.9827962649629802,1.0622495595846644,582.5189285224762,0.5200803212851405,4.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_monthly,Medium,statistical | with_mstl,332,996,3,0.9921487890241374,0.940598665662356,538.7889316162018,0.6326416778224007,5.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_monthly,Medium,neuralforecast | with_mstl,332,996,3,1.004855374382422,0.9361436319679842,551.5771703283317,0.623772869254797,6.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_monthly,Medium,neuralforecast | without_mstl,332,996,3,1.0112211312174346,1.0709361456228397,598.7255690425709,0.5502008032128514,7.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_monthly,Medium,mlforecast | without_mstl,332,1328,4,1.0392261334169077,1.0742171960730549,599.8680702327771,0.5344293842034805,8.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,High,transformer | with_mstl,333,680,2,0.9955563408948473,0.9819777517399528,671.6035030847469,0.6547794117647059,1.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,High,statistical | without_mstl,333,1020,3,1.0145093116443262,0.9983487671334558,631.9037239506708,0.5268382352941177,2.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,High,transformer | without_mstl,333,680,2,1.0165271491726489,1.1105864208370135,699.1926881422721,0.5898897058823529,3.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,High,mlforecast | with_mstl,333,1360,4,1.0599102795896858,1.0371262339402099,638.8088018410994,0.6645220588235294,4.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,High,statistical | with_mstl,333,1020,3,1.0659924307520268,1.038193450663851,670.5821946688362,0.6683823529411764,5.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,High,neuralforecast | without_mstl,333,1020,3,1.1150039654802437,1.1762159021823841,769.0055388527923,0.5897058823529412,6.0
