feature,feature_label,week4_group,bucket,family,variant,n_series,series_wins,win_share,mean_rel_naive,median_rel_naive,mean_mase,median_mase,mean_mae,median_mae,mean_pocid,median_pocid
spectral_entropy,Spectral entropy,combined_monthly,Low,mlforecast,with_mstl,333,21,0.06306306306306306,1.0368336984270108,0.955573172766909,0.8663373221692205,0.7646070590926424,457.9538996846012,214.59624165288062,0.5484044312169313,0.5555555555555556
spectral_entropy,Spectral entropy,combined_monthly,Low,neuralforecast,without_mstl,333,31,0.09309309309309309,1.0489443738120618,0.9597309537443729,0.9682629701398782,0.8224777622605354,482.99399450452296,227.49214680989576,0.5287147266313933,0.5
spectral_entropy,Spectral entropy,combined_monthly,Low,transformer,without_mstl,333,21,0.06306306306306306,1.0817050870396216,0.9997513301383286,0.9484798360377644,0.8891955596809815,479.91163553106117,238.67253960503473,0.5119874338624338,0.5
spectral_entropy,Spectral entropy,combined_monthly,Low,statistical,with_mstl,333,78,0.23423423423423423,1.0841372215323508,0.8780579341192085,0.881837326787346,0.7446823090374826,419.25353544424695,195.06178254708328,0.5873015873015873,0.5555555555555556
spectral_entropy,Spectral entropy,combined_monthly,Low,mlforecast,without_mstl,333,41,0.12312312312312312,1.255093095047415,1.0361082058667845,1.063037105115713,0.8531903346324952,510.09973390694455,258.8017500442754,0.4763971560846561,0.5
spectral_entropy,Spectral entropy,combined_monthly,Low,baseline,without_mstl,333,7,0.021021021021021023,1.4091902553953772,1.246479885984627,1.0,1.0,573.3211175520273,299.56390380859375,0.5575396825396826,0.5555555555555556
spectral_entropy,Spectral entropy,combined_monthly,Medium,statistical,without_mstl,332,74,0.22289156626506024,0.9199300201425114,0.9310912648976724,0.9541121266883691,0.833317709438414,533.4255082343719,327.71051367021744,0.5314591700133868,0.5555555555555556
spectral_entropy,Spectral entropy,combined_monthly,Medium,transformer,with_mstl,332,18,0.05421686746987952,0.9676967387578808,0.931665516844442,0.9272771814123991,0.8733839940267771,550.3420910821852,332.59154417957916,0.6231593038821954,0.6111111111111112
spectral_entropy,Spectral entropy,combined_monthly,Medium,mlforecast,with_mstl,332,23,0.06927710843373494,0.9787729691926063,0.9257331936292137,0.95312440915307,0.8846949750646877,558.1898324908611,349.9548318337138,0.6208584337349398,0.6111111111111112
spectral_entropy,Spectral entropy,combined_monthly,Medium,transformer,without_mstl,332,30,0.09036144578313253,0.9827962649629802,0.990583235420013,1.0622495595846644,0.9016176002418275,582.5189285224762,375.05822414822046,0.5200803212851406,0.5
spectral_entropy,Spectral entropy,combined_monthly,Medium,statistical,with_mstl,332,60,0.18072289156626506,0.9921487890241374,0.8491799717181449,0.9405986656623557,0.8643477216756114,538.7889316162017,339.16477637473304,0.6326416778224007,0.6111111111111112
spectral_entropy,Spectral entropy,combined_monthly,Medium,neuralforecast,with_mstl,332,36,0.10843373493975904,1.004855374382422,0.9307384373412493,0.9361436319679842,0.871831753035226,551.5771703283318,351.70398859183734,0.623772869254797,0.6111111111111112
spectral_entropy,Spectral entropy,combined_monthly,Medium,neuralforecast,without_mstl,332,54,0.16265060240963855,1.0112211312174346,0.9621196325797032,1.0709361456228397,0.8798297540015325,598.725569042571,396.5513102213542,0.5502008032128514,0.5555555555555556
spectral_entropy,Spectral entropy,combined_monthly,Medium,mlforecast,without_mstl,332,29,0.08734939759036145,1.0392261334169077,0.9693278325418377,1.0742171960730547,0.9130452452347835,599.8680702327771,406.79428047452814,0.5344293842034805,0.5555555555555556
spectral_entropy,Spectral entropy,combined_monthly,Medium,baseline,without_mstl,332,12,0.03614457831325301,1.2204497680523148,1.1024489686576595,1.0,1.0,642.543201404634,422.22222222222223,0.6121151271753682,0.6111111111111112
spectral_entropy,Spectral entropy,combined_quarterly,High,transformer,with_mstl,333,21,0.06306306306306306,0.9955563408948473,0.916418294101877,0.9819777517399526,0.818339844465283,671.6035030847469,333.9002230669789,0.6547794117647059,0.625
spectral_entropy,Spectral entropy,combined_quarterly,High,statistical,without_mstl,333,61,0.1831831831831832,1.0145093116443262,0.9262265043427045,0.9983487671334559,0.864533978278136,631.9037239506708,339.99564214729753,0.5268382352941177,0.625
spectral_entropy,Spectral entropy,combined_quarterly,High,transformer,without_mstl,333,40,0.12012012012012012,1.0165271491726486,0.9849336639169843,1.1105864208370133,0.870166222249416,699.1926881422722,363.7400207519531,0.5898897058823529,0.625
spectral_entropy,Spectral entropy,combined_quarterly,High,mlforecast,with_mstl,333,37,0.1111111111111111,1.059910279589686,0.8583861289408339,1.0371262339402099,0.8138322854093432,638.8088018410994,334.6807446729342,0.6645220588235294,0.625
spectral_entropy,Spectral entropy,combined_quarterly,High,statistical,with_mstl,333,48,0.14414414414414414,1.0659924307520268,0.843148825107481,1.038193450663851,0.8708227765742531,670.5821946688362,342.89294214547573,0.6683823529411764,0.6875
spectral_entropy,Spectral entropy,combined_quarterly,High,neuralforecast,without_mstl,333,47,0.14114114114114115,1.115003965480244,0.9408762207407764,1.1762159021823841,0.8898201891172677,769.0055388527923,374.0825500488281,0.5897058823529412,0.625
spectral_entropy,Spectral entropy,combined_quarterly,High,mlforecast,without_mstl,333,33,0.0990990990990991,1.1234367104684053,0.9147201495898365,1.1632491361884814,0.8685584346207753,684.0423166059719,401.9244881062725,0.5885110294117647,0.625
spectral_entropy,Spectral entropy,combined_quarterly,High,neuralforecast,with_mstl,333,43,0.12912912912912913,1.1286139347033572,0.8766449404920075,1.082047434020961,0.8727015251293454,726.4071018913642,349.66451642605927,0.6628676470588235,0.625
spectral_entropy,Spectral entropy,combined_quarterly,High,baseline,without_mstl,333,19,0.057057057057057055,1.172854045203341,1.0590847791129223,1.0,1.0,718.028092905332,413.05510668945317,0.6540441176470588,0.625
spectral_entropy,Spectral entropy,combined_quarterly,Low,transformer,with_mstl,332,17,0.05120481927710843,1.0411236281720955,0.9707785520915918,0.8886280034433294,0.8219752488023891,443.1929699921495,257.68884979093053,0.597667638483965,0.625
spectral_entropy,Spectral entropy,combined_quarterly,Low,transformer,without_mstl,332,39,0.11746987951807229,1.2115562538490874,0.9868573296845937,1.1301925552571546,0.8642171505841607,495.1181296026212,281.99836853027347,0.581268221574344,0.625
spectral_entropy,Spectral entropy,combined_quarterly,Low,neuralforecast,without_mstl,332,45,0.1355421686746988,1.2226015795001093,0.9677953728149368,1.1159475621814747,0.890888979819842,496.9323640719229,275.948974609375,0.5523566569484937,0.5
spectral_entropy,Spectral entropy,combined_quarterly,Low,statistical,without_mstl,332,67,0.20180722891566266,1.2448816047025064,1.0,1.0685386445362735,0.8720221881036107,477.8531680927895,256.7446101089952,0.5012147716229349,0.5
spectral_entropy,Spectral entropy,combined_quarterly,Low,neuralforecast,with_mstl,332,40,0.12048192771084337,1.2462044247183357,0.9673852534661035,0.9875443130209425,0.884328927708515,475.3491601885443,253.85896973564348,0.607871720116618,0.625
spectral_entropy,Spectral entropy,combined_quarterly,Low,baseline,without_mstl,332,13,0.0391566265060241,1.3050708265970756,1.1577099610077544,1.0,1.0,526.966185731526,311.699951171875,0.5699708454810496,0.5
spectral_entropy,Spectral entropy,combined_quarterly,Low,mlforecast,with_mstl,332,35,0.10542168674698796,1.3126238693914811,0.9765002731637811,1.0973193452608394,0.8661353010491464,457.036873342971,262.108079375318,0.6020408163265306,0.625
spectral_entropy,Spectral entropy,combined_quarterly,Low,statistical,with_mstl,332,61,0.18373493975903615,1.379002110176775,1.001016550094654,1.1225236480485448,0.8830120803101086,496.83575835935534,265.98748779296875,0.6163751214771623,0.625
spectral_entropy,Spectral entropy,combined_quarterly,Low,mlforecast,without_mstl,332,36,0.10843373493975904,1.6013966143917202,1.0080560735872544,1.3770143761138685,0.9319956559980263,519.2212930004397,309.5535888671875,0.5434584548104956,0.5
spectral_entropy,Spectral entropy,combined_quarterly,Medium,transformer,with_mstl,331,18,0.054380664652567974,0.9589913931786284,0.9160837465183471,0.854515555028208,0.7892713670865552,481.00246149394934,278.48361072537523,0.643768221574344,0.625
spectral_entropy,Spectral entropy,combined_quarterly,Medium,mlforecast,with_mstl,331,39,0.11782477341389729,1.0589929448348845,0.8529856085458536,0.9501918157373733,0.7872533932343896,490.6128157637243,272.00828186557607,0.6534256559766763,0.625
spectral_entropy,Spectral entropy,combined_quarterly,Medium,transformer,without_mstl,331,34,0.1027190332326284,1.0709488425716267,0.9807355282777594,1.0290944435183058,0.8037563213107799,516.7371638950501,299.27135314941404,0.5942055393586005,0.625
spectral_entropy,Spectral entropy,combined_quarterly,Medium,neuralforecast,without_mstl,331,42,0.1268882175226586,1.1099332915971167,0.9179785183271286,1.0569609169729584,0.8246958537274096,534.0143537080631,299.3877478027344,0.5915937803692906,0.625
spectral_entropy,Spectral entropy,combined_quarterly,Medium,neuralforecast,with_mstl,331,51,0.1540785498489426,1.1419201634824538,0.8385346482863479,0.9769865882211911,0.7859990990515855,535.9864469524744,280.7622777629156,0.6505102040816326,0.625
spectral_entropy,Spectral entropy,combined_quarterly,Medium,statistical,without_mstl,331,64,0.1933534743202417,1.1932606729344741,0.8859562582404102,1.0340564565059405,0.7507484123044258,513.8508037763978,278.1251016047756,0.6236637512147716,0.75
spectral_entropy,Spectral entropy,combined_quarterly,Medium,mlforecast,without_mstl,331,34,0.1027190332326284,1.2016449360197257,0.9497845058296145,1.1317326878801177,0.8625026987895043,542.3434527388382,323.64398276148825,0.5658709912536443,0.625
spectral_entropy,Spectral entropy,combined_quarterly,Medium,baseline,without_mstl,331,13,0.03927492447129909,1.2304316087186502,1.180973241732503,1.0,1.0,583.6312220089915,345.0,0.625728862973761,0.625
spectral_entropy,Spectral entropy,combined_quarterly,Medium,statistical,with_mstl,331,56,0.1691842900302115,1.2508850188190643,0.8664666837184303,1.0683564615293863,0.7619349301649604,522.0737849047661,276.181388268348,0.6867103984450923,0.75
