scope,family,model,n_pairs,mean_rel_naive_delta,median_rel_naive_delta,win_rate_rel_naive,mean_mase_delta,median_mase_delta,win_rate_mase,mean_mae_delta,median_mae_delta,win_rate_mae,mean_pocid_delta,median_pocid_delta,win_rate_pocid
combined_monthly|noise_non_normality|High,mlforecast,auto_xgb,341,0.07249196714813694,0.007863274884098326,0.5102639296187683,0.10170754172138831,0.006982774789730584,0.5102639296187683,-6.439651629901692,1.5551810326327882,0.5102639296187683,0.10312805474095796,0.1111111111111111,0.6539589442815249
combined_monthly|noise_non_normality|High,neuralforecast,auto_lstm,341,0.05614652248876743,0.04117356570808128,0.5659824046920822,0.08136135249701323,0.03531066310208386,0.5659824046920822,29.54740326532193,6.7662311771471195,0.5659824046920822,0.05995438253502769,0.05555555555555558,0.5513196480938416
combined_monthly|noise_non_normality|High,neuralforecast,auto_nhits,341,-0.09518327760087512,-0.03671118836023923,0.4252199413489736,-0.021196605709356463,-0.031029688565520797,0.4252199413489736,-61.916292976657616,-4.989406221262559,0.4252199413489736,0.0014662756598240417,0.0,0.41055718475073316
combined_monthly|noise_non_normality|High,neuralforecast,auto_nlinear,341,0.052479489023051024,0.02958310323425173,0.5395894428152492,0.24277832265147498,0.014637046730785974,0.5395894428152492,94.51065703449902,3.9659009920828794,0.5395894428152492,0.0861844248941023,0.05555555555555558,0.5894428152492669
combined_monthly|noise_non_normality|High,statistical,auto_arima,341,0.011033376859227938,-0.008550538874096014,0.4897360703812317,0.14128244059536227,-0.004667764884248304,0.4897360703812317,7.6673126626388735,-1.0977925853660224,0.4897360703812317,0.15770609318996415,0.11111111111111116,0.6920821114369502
combined_monthly|noise_non_normality|High,statistical,auto_ets,341,-0.03879826525108679,-0.02869594894864691,0.4222873900293255,-0.005648388513388275,-0.028032566371790413,0.4222873900293255,-39.58148326059132,-6.925364796740439,0.4222873900293255,0.12968393613554904,0.05555555555555558,0.533724340175953
combined_monthly|noise_non_normality|High,statistical,auto_sarima,341,-0.22327293755843589,-0.07898967069157704,0.39296187683284456,-0.15786751266788188,-0.06370289470651799,0.39296187683284456,-117.60493877195579,-16.126106203934086,0.39296187683284456,0.04675790159661127,0.0,0.4222873900293255
combined_monthly|noise_non_normality|High,transformer,auto_patchtst,341,0.14367688356818223,0.07466683463872181,0.5571847507331378,0.22647073697201367,0.05746886869088469,0.5571847507331378,93.58428792591594,13.588930768804403,0.5571847507331378,0.09840338872596938,0.11111111111111105,0.6363636363636364
combined_monthly|noise_non_normality|High,transformer,auto_tft,341,-0.10276974090040555,-0.04423434703149032,0.436950146627566,0.002216574490051596,-0.03997641504712335,0.436950146627566,-35.03639263477007,-6.072212007713119,0.436950146627566,0.033235581622678395,0.05555555555555558,0.5366568914956011
combined_monthly|noise_non_normality|Low,mlforecast,auto_lr,341,0.07076852337777263,0.03031693544290659,0.5278592375366569,0.09684111088812053,0.02161405765680835,0.5278592375366569,-22.212588708668264,5.876199931716821,0.5278592375366569,0.04366243075920495,0.05555555555555547,0.5219941348973607
combined_monthly|noise_non_normality|Low,mlforecast,auto_rf,341,0.0499354802899874,0.007775372432962557,0.5043988269794721,0.13198709332161113,0.009364209711729021,0.5043988269794721,-11.84946145572703,1.983632998227903,0.5043988269794721,0.07624633431085044,0.05555555555555558,0.6070381231671554
combined_monthly|noise_non_normality|Low,mlforecast,auto_ridge,341,0.06804659560855883,0.027962361408256697,0.5219941348973607,0.09546037638803553,0.02007183508189192,0.5219941348973607,-23.035712830100504,4.594998420177653,0.5219941348973607,0.03942652329749104,0.05555555555555547,0.5131964809384164
combined_monthly|noise_non_normality|Low,mlforecast,auto_xgb,341,0.02049207444747134,-0.016443337225378718,0.4780058651026393,0.06845565930907492,-0.017827340828786786,0.4780058651026393,-36.74587611180327,-5.868965316703793,0.4780058651026393,0.07673509286412512,0.05555555555555558,0.5835777126099707
combined_monthly|noise_non_normality|Low,neuralforecast,auto_lstm,341,-0.013938853269805183,0.028124116091299722,0.5366568914956011,0.09963215073652418,0.02309930412606459,0.5366568914956011,5.520313281708522,7.37264424917133,0.5366568914956011,0.04512870641902899,0.05555555555555558,0.5630498533724341
combined_monthly|noise_non_normality|Low,neuralforecast,auto_nhits,341,-0.06353879459756893,-0.03669327870244732,0.4340175953079179,-0.012557010192800363,-0.03352550789514247,0.4340175953079179,-22.490017768681135,-10.231561493401472,0.4340175953079179,-0.006353861192570867,0.0,0.3812316715542522
combined_monthly|noise_non_normality|Low,neuralforecast,auto_nlinear,341,0.056323175414288,0.057166058508352546,0.5777126099706745,0.355807844443117,0.04692242673851299,0.5777126099706745,82.82443184812104,13.598594780526506,0.5777126099706745,0.05294884327142392,0.05555555555555558,0.5513196480938416
combined_monthly|noise_non_normality|Low,statistical,auto_arima,341,-0.06003617445060507,-0.007750301895953715,0.49560117302052786,0.0469700700099689,-0.005893989298674351,0.49560117302052786,-9.390480913737154,-1.478724497730962,0.49560117302052786,0.18132942326490717,0.16666666666666663,0.6510263929618768
combined_monthly|noise_non_normality|Low,statistical,auto_ets,341,-0.08255250525072687,-0.028665738030256738,0.41935483870967744,-0.010286822903331334,-0.030214836956675817,0.41935483870967744,-22.707759370579083,-7.240142111303271,0.41935483870967744,0.13245356793743893,0.0,0.49853372434017595
combined_monthly|noise_non_normality|Low,statistical,auto_sarima,341,-0.2322842947482138,-0.08966206158139467,0.36070381231671556,-0.147710694963862,-0.09269613506047636,0.36070381231671556,-105.81307894419949,-26.095459962763883,0.36070381231671556,0.06777451938742261,0.0,0.45161290322580644
combined_monthly|noise_non_normality|Low,transformer,auto_patchtst,341,0.06432853249660363,0.014922561650884014,0.5219941348973607,0.16937505524203025,0.011130240988447504,0.5219941348973607,7.998699914463941,4.565661921661587,0.5219941348973607,0.07706093189964158,0.11111111111111105,0.6187683284457478
combined_monthly|noise_non_normality|Low,transformer,auto_tft,341,-0.0747725769446319,0.0013944308871179922,0.5073313782991202,0.02752318745051805,0.0024206016430770028,0.5073313782991202,-20.448848426571697,0.6360615787156263,0.5073313782991202,0.024600847181492344,0.05555555555555547,0.5043988269794721
combined_monthly|noise_non_normality|Medium,mlforecast,auto_lr,332,0.051969243918735135,0.023911692494125225,0.5301204819277109,0.0436514065170998,0.02718661484504528,0.5301204819277109,-44.81975354946491,6.858676167058478,0.5301204819277109,0.041834002677376164,0.05555555555555547,0.5240963855421686
combined_monthly|noise_non_normality|Medium,mlforecast,auto_rf,332,0.02714554223602404,0.007033222406735151,0.5090361445783133,0.06252452977234979,0.0048682965269119804,0.5090361445783133,-5.588811793849759,1.1446929526913436,0.5090361445783133,0.08182730923694781,0.05555555555555558,0.5993975903614458
combined_monthly|noise_non_normality|Medium,mlforecast,auto_ridge,332,0.05432561603962528,0.025357925104926404,0.5240963855421686,0.046240202472170165,0.026413532803302664,0.5240963855421686,-44.6461706265597,6.7603771239846395,0.5240963855421686,0.04149933065595716,0.055555555555555525,0.5421686746987951
combined_monthly|noise_non_normality|Medium,mlforecast,auto_xgb,332,-0.0008041328258868465,0.008168236975008958,0.5150602409638554,0.012202818544692065,0.008671208656109264,0.5150602409638554,-39.779135470833715,1.1552519341853724,0.5150602409638554,0.0786479250334672,0.05555555555555558,0.5753012048192772
combined_monthly|noise_non_normality|Medium,neuralforecast,auto_lstm,332,0.026195935900597878,0.011779547235216903,0.5150602409638554,0.03875790443233215,0.01115449407298219,0.5150602409638554,6.545003769556314,2.231400351635955,0.5150602409638554,0.0644243641231593,0.05555555555555558,0.5542168674698795
combined_monthly|noise_non_normality|Medium,neuralforecast,auto_nhits,332,-0.08607680845738597,-0.06231039717047626,0.4066265060240964,-0.03678538522588278,-0.05260105670628333,0.4066265060240964,-69.69010785151455,-15.517722097438412,0.4066265060240964,0.008868808567603746,0.0,0.41566265060240964
combined_monthly|noise_non_normality|Medium,neuralforecast,auto_nlinear,332,0.05296506403697987,0.026736792577718105,0.5512048192771084,0.1717124972363328,0.02565081943774722,0.5512048192771084,93.32547603057458,5.351090624160081,0.5512048192771084,0.07095046854083,0.05555555555555558,0.5933734939759037
combined_monthly|noise_non_normality|Medium,statistical,auto_arima,332,0.01679385489058977,-0.009326249192981528,0.4789156626506024,0.0923379741636107,-0.00943191583939515,0.4789156626506024,0.9002104724688234,-2.4044545806831934,0.4789156626506024,0.16666666666666669,0.11111111111111105,0.5963855421686747
combined_monthly|noise_non_normality|Medium,statistical,auto_ets,332,-0.05791568780361265,-0.07328531963511384,0.3433734939759036,-0.02004810234104612,-0.07392968595083746,0.3433734939759036,-66.32805428084791,-22.25219791401722,0.3433734939759036,0.10826639892904955,0.0,0.49698795180722893
combined_monthly|noise_non_normality|Medium,statistical,auto_sarima,332,-0.12215521646961218,-0.08243296215255641,0.39156626506024095,-0.09411098628529979,-0.07648897913897573,0.39156626506024095,-57.621513406721895,-18.882660424849803,0.39156626506024095,0.048694779116465865,0.0,0.42771084337349397
combined_monthly|noise_non_normality|Medium,transformer,auto_patchtst,332,0.0770405445837049,0.03189163555323232,0.5301204819277109,0.11606069202570796,0.022923418281204366,0.5301204819277109,7.337797346497039,4.479411318012603,0.5301204819277109,0.08417001338688086,0.11111111111111105,0.6024096385542169
combined_monthly|noise_non_normality|Medium,transformer,auto_tft,332,-0.05782100349725773,-0.027811837320438126,0.45180722891566266,-0.02131279381034574,-0.022955776846452308,0.45180722891566266,-59.94303786197108,-6.459699844102804,0.45180722891566266,0.029283801874163316,0.0,0.4819277108433735
combined_quarterly|noise_non_normality|High,mlforecast,auto_lr,411,0.2132269052042269,0.14409962259798959,0.6982968369829684,0.2326556320479061,0.14802138271197707,0.6982968369829684,45.44848477376384,39.84046704593004,0.6982968369829684,0.04318734793187348,0.0,0.4282238442822384
combined_quarterly|noise_non_normality|High,mlforecast,auto_rf,411,0.0482621261093821,0.09335378979054809,0.610705596107056,0.14690992606895714,0.07734194797857619,0.610705596107056,53.944994466657505,15.280114407513793,0.610705596107056,0.13138686131386862,0.125,0.6058394160583942
combined_quarterly|noise_non_normality|High,mlforecast,auto_ridge,411,0.19953847894927562,0.14343174965169148,0.6934306569343066,0.22441532178218557,0.14310444607125072,0.6934306569343066,45.66018550274586,34.88500178225942,0.6934306569343066,0.041666666666666664,0.0,0.4282238442822384
combined_quarterly|noise_non_normality|High,mlforecast,auto_xgb,411,-0.013187319353367758,0.037233719120232545,0.5450121654501217,0.0762832048348707,0.032515878184535385,0.5450121654501217,30.00465883017832,6.275831062624064,0.5450121654501217,0.1356447688564477,0.125,0.6131386861313869
combined_quarterly|noise_non_normality|High,neuralforecast,auto_lstm,411,0.007064106457583629,0.02243554032266376,0.5474452554744526,0.11175642082165531,0.020127060289463594,0.5474452554744526,64.40111694336431,2.4649341809227394,0.5474452554744526,0.05748175182481752,0.125,0.5060827250608273
combined_quarterly|noise_non_normality|High,neuralforecast,auto_nhits,411,-0.03609223612981863,0.004842894319517621,0.5182481751824818,-0.024023327998449986,0.0041551460137895235,0.5182481751824818,-36.88357516750528,0.37118347638642035,0.5182481751824818,-0.008819951338199513,0.0,0.20924574209245742
combined_quarterly|noise_non_normality|High,neuralforecast,auto_nlinear,411,0.05285726445770143,0.11681984968745696,0.6642335766423357,0.31847950509248946,0.09737768705297462,0.6642335766423357,130.25280993624833,25.50006692896841,0.6642335766423357,0.1989051094890511,0.125,0.6326034063260341
combined_quarterly|noise_non_normality|High,statistical,auto_arima,411,0.017475000973888547,0.0024423338292176577,0.5060827250608273,0.09096434641666376,0.0021124853676746103,0.5060827250608273,18.565266934320576,0.3133107973262952,0.5060827250608273,0.14841849148418493,0.0,0.45985401459854014
combined_quarterly|noise_non_normality|High,statistical,auto_ets,411,-0.04809965668490374,-0.019300206435249406,0.41849148418491483,-0.04692079786801564,-0.020356752001000386,0.41849148418491483,-26.684409705157652,-4.388526521843858,0.41849148418491483,0.10766423357664233,0.0,0.36253041362530414
combined_quarterly|noise_non_normality|High,statistical,auto_sarima,411,-0.2619780223641274,-0.04887580496041166,0.40145985401459855,-0.2609230730767472,-0.0449511402577516,0.40145985401459855,-59.644577240055376,-17.051555404990836,0.40145985401459855,0.04531630170316302,0.0,0.2725060827250608
combined_quarterly|noise_non_normality|High,transformer,auto_patchtst,411,-0.001144108488821384,0.01239314501674138,0.5304136253041363,0.2125822156199277,0.0104496951005294,0.5304136253041363,74.40326423163239,3.1842045537243138,0.5304136253041363,0.07968369829683698,0.125,0.5036496350364964
combined_quarterly|noise_non_normality|High,transformer,auto_tft,411,0.13116442347289722,0.019123910876264638,0.5255474452554745,0.15003914930718656,0.016404698327778577,0.5255474452554745,24.827013304182923,3.121174535302572,0.5255474452554745,-0.0024330900243309003,0.0,0.31873479318734793
combined_quarterly|noise_non_normality|Low,mlforecast,auto_lr,397,0.25141372532601497,0.08563585658033451,0.6272040302267002,0.30522704415374374,0.0869086011321133,0.6272040302267002,74.08917108240598,22.882891956390495,0.6272040302267002,0.01322418136020151,0.0,0.4156171284634761
combined_quarterly|noise_non_normality|Low,mlforecast,auto_rf,397,0.06156929379473042,0.03523349374860185,0.5440806045340051,0.14399757271027464,0.03194441371919371,0.5440806045340051,46.95854000139292,11.6239059444938,0.5440806045340051,0.06423173803526448,0.0,0.491183879093199
combined_quarterly|noise_non_normality|Low,mlforecast,auto_ridge,397,0.23195837882691597,0.09417932388488282,0.6322418136020151,0.2921415437928648,0.0851710703219957,0.6322418136020151,72.01993761326928,22.927825334874115,0.6322418136020151,0.011649874055415618,0.0,0.41309823677581864
combined_quarterly|noise_non_normality|Low,mlforecast,auto_xgb,397,0.06966546428213181,0.04298918123821849,0.5692695214105793,0.1468273764119629,0.03400778831541884,0.5692695214105793,30.274738329146427,6.393264160400577,0.5692695214105793,0.07399244332493703,0.125,0.5465994962216625
combined_quarterly|noise_non_normality|Low,neuralforecast,auto_lstm,397,-0.02623956689670419,0.011496147041726412,0.5365239294710328,0.07506658048549414,0.012586721235387177,0.5365239294710328,-19.141459561453573,1.8101278476641482,0.5365239294710328,0.020151133501259445,0.0,0.3853904282115869
combined_quarterly|noise_non_normality|Low,neuralforecast,auto_nhits,397,-0.09087634798741706,-0.06758410897197198,0.3954659949622166,-0.06524463567570182,-0.06967504911102473,0.3954659949622166,-35.474385348641604,-19.053471230006693,0.3954659949622166,-0.023299748110831235,0.0,0.22670025188916876
combined_quarterly|noise_non_normality|Low,neuralforecast,auto_nlinear,397,0.014191838417700864,0.03123230642924768,0.5591939546599496,0.2961902639294014,0.019745679705639563,0.5591939546599496,61.98042884012084,6.425296525113936,0.5591939546599496,0.13350125944584382,0.125,0.5188916876574308
combined_quarterly|noise_non_normality|Low,statistical,auto_arima,397,0.005743443221632295,-0.020758753344006398,0.44080604534005036,0.06278753247524473,-0.017744264904642537,0.44080604534005036,11.86446594196617,-4.733752047736203,0.44080604534005036,0.11272040302267003,0.0,0.4105793450881612
combined_quarterly|noise_non_normality|Low,statistical,auto_ets,397,-0.10174849258583099,-0.040090211032420386,0.3929471032745592,-0.07795451122693953,-0.032523181498176346,0.3929471032745592,-40.89995072058449,-8.099831649609598,0.3929471032745592,0.10044080604534004,0.0,0.3702770780856423
combined_quarterly|noise_non_normality|Low,statistical,auto_sarima,397,-0.13904661156736403,-0.03766525964635292,0.4105793450881612,-0.09836162824700616,-0.03834576624888841,0.4105793450881612,-33.739377250659615,-11.288544126339247,0.4105793450881612,0.05132241813602015,0.0,0.3148614609571788
combined_quarterly|noise_non_normality|Low,transformer,auto_patchtst,397,0.04460358541846783,0.00037218145026862715,0.5037783375314862,0.24290054618855383,0.000314059900255903,0.5037783375314862,52.1005386456141,0.09114880929280389,0.5037783375314862,0.06076826196473552,0.125,0.5012594458438288
combined_quarterly|noise_non_normality|Low,transformer,auto_tft,397,0.14403466060508113,-0.006035887189451361,0.491183879093199,0.13516176244794773,-0.005553431573895096,0.491183879093199,28.54506975894455,-0.4602363981956614,0.491183879093199,-0.02424433249370277,0.0,0.3123425692695214
combined_quarterly|noise_non_normality|Medium,mlforecast,auto_lr,374,0.331944551940914,0.12912416730286924,0.6657754010695187,0.20987593929856188,0.10515514513279456,0.6657754010695187,52.517049886840674,35.62506799756966,0.6657754010695187,0.04946524064171123,0.0,0.4732620320855615
combined_quarterly|noise_non_normality|Medium,mlforecast,auto_rf,374,0.07800941407262542,0.04694215888159442,0.5721925133689839,0.07218544743691528,0.03703087006616315,0.5721925133689839,40.30997344115509,16.236194024929034,0.5721925133689839,0.11664438502673796,0.125,0.6042780748663101
combined_quarterly|noise_non_normality|Medium,mlforecast,auto_ridge,374,0.3141540567284429,0.12415401998530048,0.6631016042780749,0.19956445585049676,0.10357301208767367,0.6631016042780749,51.15123627827293,35.4266990171696,0.6631016042780749,0.04679144385026738,0.0,0.45989304812834225
combined_quarterly|noise_non_normality|Medium,mlforecast,auto_xgb,374,0.0589028670334959,0.02754467315171616,0.5454545454545454,0.05697364652709949,0.024104859469112977,0.5454545454545454,28.736546836884738,8.717923918102088,0.5454545454545454,0.12600267379679145,0.125,0.6042780748663101
combined_quarterly|noise_non_normality|Medium,neuralforecast,auto_lstm,374,-0.07966480257422245,0.018585272251580298,0.5187165775401069,0.028104487094401092,0.011775749062757829,0.5187165775401069,2.615694368332972,2.28675171557839,0.5187165775401069,0.04445187165775401,0.0,0.45187165775401067
combined_quarterly|noise_non_normality|Medium,neuralforecast,auto_nhits,374,-0.016446639929432638,-0.03812485673764218,0.45187165775401067,0.0021457536475592703,-0.03157853303149666,0.45187165775401067,-10.082470972924018,-5.939405605313311,0.45187165775401067,-0.004010695187165776,0.0,0.2647058823529412
combined_quarterly|noise_non_normality|Medium,neuralforecast,auto_nlinear,374,0.013860526767289537,0.06844453802442058,0.6176470588235294,0.12090456221743652,0.048559167358886435,0.6176470588235294,50.86456019208646,11.952063380769914,0.6176470588235294,0.16377005347593582,0.125,0.5508021390374331
combined_quarterly|noise_non_normality|Medium,statistical,auto_arima,374,0.023888821316294283,0.0009002100662930668,0.5,0.06683212442148757,0.0015649068268431265,0.5,11.812523196436246,0.055269194558619006,0.5,0.16209893048128343,0.125,0.5347593582887701
combined_quarterly|noise_non_normality|Medium,statistical,auto_ets,374,-0.04520976992542974,-0.03729195336285355,0.4037433155080214,-0.04409147438937551,-0.028979640518888072,0.4037433155080214,-27.78285913457533,-6.987567131811801,0.4037433155080214,0.12299465240641712,0.0,0.41711229946524064
combined_quarterly|noise_non_normality|Medium,statistical,auto_sarima,374,-0.16907198085937283,-0.06089632498333719,0.38235294117647056,-0.14839326891166674,-0.052386393244248125,0.38235294117647056,-73.6794654062986,-14.552644984552089,0.38235294117647056,0.09157754010695188,0.0,0.3609625668449198
combined_quarterly|noise_non_normality|Medium,transformer,auto_patchtst,374,0.015172676082236838,0.003636926182784106,0.5053475935828877,0.11492484701859962,0.002161993655959149,0.5053475935828877,25.78251585261673,0.49911914886024533,0.5053475935828877,0.0892379679144385,0.125,0.5320855614973262
combined_quarterly|noise_non_normality|Medium,transformer,auto_tft,374,0.27326201262550065,0.05890972053824395,0.5962566844919787,0.19084857906451333,0.05352819919993712,0.5962566844919787,64.85504553455301,17.552195736145684,0.5962566844919787,0.02606951871657754,0.0,0.3716577540106952
combined_monthly|nonlinearity_score|High,mlforecast,auto_lr,334,-0.017750897018690395,-0.028787779516278644,0.4550898203592814,0.023958481411034977,-0.026807085153860044,0.4550898203592814,-54.43513030458962,-7.938180908851784,0.4550898203592814,0.03526280771789754,0.0,0.4880239520958084
combined_monthly|nonlinearity_score|High,mlforecast,auto_rf,334,0.012908833833268405,-0.04102712596656738,0.46107784431137727,0.08401573970838586,-0.03734142709479904,0.46107784431137727,-42.591337886404816,-7.029408888254735,0.46107784431137727,0.07817697937458416,0.05555555555555558,0.6077844311377245
combined_monthly|nonlinearity_score|High,mlforecast,auto_ridge,334,-0.015275425516784498,-0.030118256797490417,0.4550898203592814,0.026062618894579486,-0.026683522469982235,0.4550898203592814,-53.687271744397805,-7.677678750072861,0.4550898203592814,0.03393213572854291,0.0,0.49101796407185627
combined_monthly|nonlinearity_score|High,mlforecast,auto_xgb,334,-0.032077936677252825,-0.039851705355672784,0.45808383233532934,0.015377535142453684,-0.04071376210033556,0.45808383233532934,-80.32052677711197,-9.985484888490689,0.45808383233532934,0.08117099135063206,0.05555555555555558,0.6017964071856288
combined_monthly|nonlinearity_score|High,neuralforecast,auto_lstm,334,0.022957372954571106,0.02668404561747173,0.5538922155688623,0.05641434850156527,0.023244247544989605,0.5538922155688623,1.032298534760095,5.468560291211716,0.5538922155688623,0.06270791749833665,0.05555555555555558,0.5838323353293413
combined_monthly|nonlinearity_score|High,neuralforecast,auto_nhits,334,-0.1195721767254425,-0.05883616432151345,0.36227544910179643,-0.06828956973936795,-0.055458136016563464,0.36227544910179643,-117.00206724449346,-15.25741267111384,0.36227544910179643,-0.0031603459747172303,0.0,0.39820359281437123
combined_monthly|nonlinearity_score|High,neuralforecast,auto_nlinear,334,0.045623272158308734,0.040822549592632984,0.5419161676646707,0.22445620351834222,0.026794852765580413,0.5419161676646707,104.2210903735958,8.70935497537287,0.5419161676646707,0.07751164337990685,0.05555555555555558,0.5778443113772455
combined_monthly|nonlinearity_score|High,statistical,auto_arima,334,-0.03381480235924165,-0.01727638384999658,0.45209580838323354,0.0751052988026555,-0.017094362320636727,0.45209580838323354,-41.29174710930679,-6.089561274360847,0.45209580838323354,0.21939454424484361,0.16666666666666674,0.7335329341317365
combined_monthly|nonlinearity_score|High,statistical,auto_ets,334,-0.061800081867457286,-0.055360047378661376,0.3532934131736527,-0.027389324112917238,-0.05503796289364754,0.3532934131736527,-72.28673921763652,-17.853915682542016,0.3532934131736527,0.17198935462408516,0.11111111111111108,0.5958083832335329
combined_monthly|nonlinearity_score|High,statistical,auto_sarima,334,-0.27892589055922723,-0.11324556115213119,0.32335329341317365,-0.20218411549302492,-0.1247589599339578,0.32335329341317365,-142.0196538640639,-47.38654459685078,0.32335329341317365,0.09115103127079174,0.0555555555555555,0.5149700598802395
combined_monthly|nonlinearity_score|High,transformer,auto_patchtst,334,-0.02168238282331622,-0.018063628393680697,0.4550898203592814,0.1086147574883035,-0.01356773939813688,0.4550898203592814,-9.937115734581226,-2.60436516786055,0.4550898203592814,0.08100465735196273,0.11111111111111105,0.6227544910179641
combined_monthly|nonlinearity_score|High,transformer,auto_tft,334,-0.08029043004173761,-0.05148786194906696,0.4221556886227545,-0.018781305482729674,-0.0453375943031466,0.4221556886227545,-51.14903779151066,-11.391041698651009,0.4221556886227545,0.029108449767132394,0.0555555555555555,0.5179640718562875
combined_monthly|nonlinearity_score|Low,mlforecast,auto_lr,341,0.09842353639858713,0.03641658204954629,0.5425219941348973,0.11749658102049669,0.0405596260869977,0.5425219941348973,-12.823884223142663,9.145193456259854,0.5425219941348973,0.04610622352557836,0.055555555555555525,0.530791788856305
combined_monthly|nonlinearity_score|Low,mlforecast,auto_rf,341,0.0657128219208964,0.006517951534957156,0.5043988269794721,0.15072751850496396,0.00610893028478765,0.5043988269794721,-5.099547377849195,1.4175164422727633,0.5043988269794721,0.07429130009775171,0.05555555555555558,0.5865102639296188
combined_monthly|nonlinearity_score|Low,mlforecast,auto_ridge,341,0.09634860787300346,0.03456350002747688,0.5395894428152492,0.11724937235371866,0.025335594150080132,0.5395894428152492,-13.622371593317673,8.55701163325179,0.5395894428152492,0.041707396546106223,0.05555555555555547,0.5161290322580645
combined_monthly|nonlinearity_score|Low,mlforecast,auto_xgb,341,0.019473371227600882,-0.021498465449946047,0.4750733137829912,0.06740861999321067,-0.01993283130071566,0.4750733137829912,-28.59311765711975,-5.531140501451318,0.4750733137829912,0.07640925382860868,0.05555555555555558,0.5718475073313783
combined_monthly|nonlinearity_score|Low,neuralforecast,auto_lstm,341,-0.006096592085221975,0.02686170496036977,0.533724340175953,0.11028959914481903,0.01997901399693991,0.533724340175953,10.429444557066413,6.527315798924576,0.533724340175953,0.04594330400782013,0.05555555555555558,0.5366568914956011
combined_monthly|nonlinearity_score|Low,neuralforecast,auto_nhits,341,-0.06682112267954136,-0.03148121313976615,0.4604105571847507,-0.011233506374595893,-0.028928796330010498,0.4604105571847507,-25.206586052886955,-5.471145651244228,0.4604105571847507,-0.005865102639296185,0.0,0.375366568914956
combined_monthly|nonlinearity_score|Low,neuralforecast,auto_nlinear,341,0.05684461863024496,0.03758351621177236,0.5571847507331378,0.349901312821694,0.026544055239408948,0.5571847507331378,65.44909338969775,8.114494828791152,0.5571847507331378,0.05816226783968719,0.05555555555555558,0.5513196480938416
combined_monthly|nonlinearity_score|Low,statistical,auto_arima,341,-0.04304010062713355,-0.012477101947030056,0.4897360703812317,0.05984170487080767,-0.011098183471386691,0.4897360703812317,2.032506061542728,-2.506438815203637,0.4897360703812317,0.14271749755620722,0.11111111111111105,0.6041055718475073
combined_monthly|nonlinearity_score|Low,statistical,auto_ets,341,-0.07524834415911431,-0.03756233364768302,0.4046920821114369,-0.01135582148621955,-0.033468326950584215,0.4046920821114369,-26.123689762341513,-7.8515945899385144,0.4046920821114369,0.09986966438579342,0.0,0.45454545454545453
combined_monthly|nonlinearity_score|Low,statistical,auto_sarima,341,-0.22647861005778233,-0.09086910309649388,0.36070381231671556,-0.15361987063846488,-0.09060929543618435,0.36070381231671556,-96.07860310865424,-24.061484161039914,0.36070381231671556,0.03144346692733789,0.0,0.3782991202346041
combined_monthly|nonlinearity_score|Low,transformer,auto_patchtst,341,0.09391516731123753,0.05357462287575521,0.5454545454545454,0.1815942890674572,0.03291834943409311,0.5454545454545454,6.60072611918295,8.075247161607308,0.5454545454545454,0.08341479309221245,0.05555555555555558,0.6070381231671554
combined_monthly|nonlinearity_score|Low,transformer,auto_tft,341,-0.06572084965645217,0.01094562161229895,0.530791788856305,0.036794581487979226,0.009620368269778967,0.530791788856305,-19.776786653304494,2.2875097885918763,0.530791788856305,0.021831215379602475,0.0,0.49266862170087977
combined_monthly|nonlinearity_score|Medium,mlforecast,auto_lr,339,0.16301890405786315,0.06616632036917325,0.5811209439528023,0.11346095012918848,0.06382582714233148,0.5811209439528023,45.02581424758779,14.74746771925038,0.5811209439528023,0.05113077679449361,0.055555555555555525,0.5486725663716814
combined_monthly|nonlinearity_score|Medium,mlforecast,auto_rf,339,0.06659934057142569,0.03139065197814317,0.551622418879056,0.10000152433705994,0.023667852507282483,0.551622418879056,50.53334423386946,5.059243001802713,0.551622418879056,0.09701737135365456,0.1111111111111111,0.6460176991150443
combined_monthly|nonlinearity_score|Medium,mlforecast,auto_ridge,339,0.16056611763852158,0.06161400745153689,0.5693215339233039,0.11329113100796703,0.059838292811454474,0.5693215339233039,44.73894148344662,11.958384705197204,0.5693215339233039,0.04834480498197311,0.05555555555555558,0.5752212389380531
combined_monthly|nonlinearity_score|Medium,mlforecast,auto_xgb,339,0.104761644092916,0.0561257952418594,0.5693215339233039,0.1001609178553432,0.04777535855550996,0.5693215339233039,25.499619847772983,12.229817974906837,0.5693215339233039,0.10111438872500818,0.11111111111111105,0.640117994100295
combined_monthly|nonlinearity_score|Medium,neuralforecast,auto_lstm,339,0.051625490433329105,0.02549203575792558,0.5309734513274337,0.05349635152290395,0.02094811774784411,0.5309734513274337,30.176413833216994,4.510001075879195,0.5309734513274337,0.06079973779088824,0.055555555555555525,0.5486725663716814
combined_monthly|nonlinearity_score|Medium,neuralforecast,auto_nhits,339,-0.05893397394542818,-0.03354841984511969,0.4424778761061947,0.008603572416098932,-0.028182518117354505,0.4424778761061947,-12.523691643563668,-6.877858241858979,0.4424778761061947,0.012782694198623403,0.0,0.4336283185840708
combined_monthly|nonlinearity_score|Medium,neuralforecast,auto_nlinear,339,0.0591856105593548,0.035063283620226704,0.5693215339233039,0.19717319296281544,0.029924576078219522,0.5693215339233039,101.26058501609519,7.607934120646007,0.5693215339233039,0.07456571615863651,0.05555555555555558,0.6047197640117994
