scope,family,model,n_pairs,mean_rel_naive_delta,median_rel_naive_delta,win_rate_rel_naive,mean_mase_delta,median_mase_delta,win_rate_mase,mean_mae_delta,median_mae_delta,win_rate_mae,mean_pocid_delta,median_pocid_delta,win_rate_pocid
combined_quarterly,neuralforecast,auto_lstm,1182,-0.03156378719685609,0.015186429625881182,0.5346869712351946,0.07296480506239214,0.013850164832118372,0.5346869712351946,16.79185220946041,2.4649341809227394,0.5346869712351946,0.040820642978003384,0.0,0.44839255499153974
combined_quarterly,neuralforecast,auto_nhits,1182,-0.04827653344667327,-0.038242462312401304,0.4560067681895093,-0.02958815254351049,-0.034554590305150984,0.4560067681895093,-27.930054586403514,-5.933776562256128,0.4560067681895093,-0.012161590524534686,0.0,0.2326565143824027
combined_quarterly,neuralforecast,auto_nlinear,1182,0.027531584225811184,0.07013381676085217,0.6142131979695431,0.24847793370753532,0.05743281810157708,0.6142131979695431,82.20260629878712,11.952063380769914,0.6142131979695431,0.1658206429780034,0.125,0.5685279187817259
combined_quarterly,statistical,auto_arima,1182,0.015564121431091605,-0.006686614519123446,0.48223350253807107,0.07386481497762887,-0.004422423035170139,0.48223350253807107,14.178004538437804,-1.2618199986631566,0.48223350253807107,0.14075719120135363,0.0,0.467005076142132
combined_quarterly,statistical,auto_ets,1182,-0.06520436920996706,-0.030693669144647828,0.40524534686971236,-0.056448900425106474,-0.027202411894680423,0.40524534686971236,-31.806566955349417,-5.7360601833557325,0.40524534686971236,0.11008883248730965,0.0,0.3824027072758037
combined_quarterly,statistical,auto_sarima,1182,-0.19129221051210266,-0.04887580496041166,0.39847715736040606,-0.17071745517899148,-0.04406537961509106,0.39847715736040606,-55.38458043665847,-15.40505523279387,0.39847715736040606,0.06197123519458545,0.0,0.3147208121827411
combined_quarterly,transformer,auto_patchtst,1182,0.019384074176804333,0.00275913564672714,0.5135363790186125,0.1918652286307973,0.002161993655959149,0.5135363790186125,51.52818643856883,0.5983315694348192,0.5135363790186125,0.07635363790186125,0.125,0.511844331641286
combined_quarterly,transformer,auto_tft,1182,0.1804486726138031,0.024420407825606283,0.5363790186125211,0.15795488885551345,0.024439678682341814,0.5363790186125211,38.741186287853644,5.9219488977095125,0.5363790186125211,-0.0007402707275803723,0.0,0.3333333333333333
combined_monthly|noise_non_normality|High,mlforecast,auto_lr,341,0.12173366372566186,0.03467603374534234,0.5219941348973607,0.11441830861156514,0.020474067527534112,0.5219941348973607,44.4695716017182,6.133306791559562,0.5219941348973607,0.04708374063212773,0.05555555555555547,0.5219941348973607
combined_monthly|noise_non_normality|High,mlforecast,auto_rf,341,0.06820082236892948,0.005454187207095118,0.5043988269794721,0.13957218450430317,0.003930676404847677,0.5043988269794721,20.711152660812314,1.1043913907913208,0.5043988269794721,0.09139784946236561,0.11111111111111105,0.6334310850439883
combined_monthly|noise_non_normality|High,mlforecast,auto_ridge,341,0.12007273728408453,0.026500596751541705,0.5190615835777126,0.1149234854135713,0.016515291568502982,0.5190615835777126,44.772523196540476,5.818469610671265,0.5190615835777126,0.04317367220593027,0.055555555555555525,0.5278592375366569
