week4_group,rel_naive,mase,mae,pocid
combined_monthly,1.0173898996867239,0.9698234267992266,662.2960221735931,0.5456908405411399
combined_quarterly,1.1745297444817153,1.0692327706403493,563.9509842292229,0.6063401559454191
