feature,feature_label,week4_group,bucket,family,variant,n_series,series_wins,win_share,mean_rel_naive,median_rel_naive,mean_mase,median_mase,mean_mae,median_mae,mean_pocid,median_pocid
noise_non_normality,Noise non-normality (-log10 KS p-value),combined_monthly,High,statistical,without_mstl,334,84,0.25149700598802394,0.9595196101420053,0.9207900581695168,0.9479188873148757,0.8127874364616622,559.9691877655217,303.9152990499449,0.490547263681592,0.5555555555555556
noise_non_normality,Noise non-normality (-log10 KS p-value),combined_monthly,High,transformer,with_mstl,334,16,0.04790419161676647,0.9910582613552611,0.960490402224935,0.9128156920625592,0.8634359569532731,620.1821010728445,331.7628657587617,0.5840796019900497,0.5833333333333334
noise_non_normality,Noise non-normality (-log10 KS p-value),combined_monthly,High,mlforecast,with_mstl,334,25,0.0748502994011976,1.0086719236393307,0.934901118256982,0.9445426729664957,0.8750907018025678,637.6003591355735,342.78757801237816,0.5839552238805971,0.6111111111111112
noise_non_normality,Noise non-normality (-log10 KS p-value),combined_monthly,High,transformer,without_mstl,334,24,0.0718562874251497,1.0101928511318468,0.9922419125254325,1.0286087030437194,0.886249818915708,649.8105126528226,344.9548611111111,0.5173300165837479,0.5
noise_non_normality,Noise non-normality (-log10 KS p-value),combined_monthly,High,neuralforecast,with_mstl,334,31,0.09281437125748503,1.012692004396485,0.9317170094758593,0.9181389417544962,0.8740378419054561,626.445893147438,331.30827659074504,0.5861249309010504,0.6111111111111112
noise_non_normality,Noise non-normality (-log10 KS p-value),combined_monthly,High,neuralforecast,without_mstl,334,53,0.15868263473053892,1.0130001695159638,0.9454728731350207,1.0189221462025428,0.8598697676603964,647.0036502519791,349.490240513192,0.5358761746821449,0.5555555555555556
noise_non_normality,Noise non-normality (-log10 KS p-value),combined_monthly,High,statistical,with_mstl,334,54,0.16167664670658682,1.0483757354398335,0.886859052986519,0.9569358608504415,0.8794520823595259,611.105349196923,327.88293197530936,0.6040906578220011,0.6111111111111112
noise_non_normality,Noise non-normality (-log10 KS p-value),combined_monthly,High,mlforecast,without_mstl,334,43,0.12874251497005987,1.1067279670608172,0.9591648943111069,1.0650132883099732,0.8737532457292623,664.104648152543,381.64172024197046,0.5118573797678275,0.5
noise_non_normality,Noise non-normality (-log10 KS p-value),combined_monthly,High,baseline,without_mstl,334,14,0.041916167664670656,1.2792066254423584,1.1320754716981134,1.0,1.0,740.6473744473267,395.55555555555554,0.5797678275290216,0.6111111111111112
noise_non_normality,Noise non-normality (-log10 KS p-value),combined_monthly,Low,statistical,without_mstl,334,96,0.2874251497005988,0.9190553198191006,0.9067365646727434,0.9011398196061972,0.7934874525706984,593.5162861675731,360.29258120842326,0.45688225538971805,0.5555555555555556
